customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,is_month_to_month,charge_to_tenure_ratio,high_charge_low_tenure,support_gap,service_complexity_score,early_tenure_flag,commitment_level,tenure_bucket,avg_monthly_value,value_mismatch_score,no_support_high_cost,fiber_risk_flag,legacy_service_flag,addon_dependency_score,manual_payment_flag,auto_payment_flag,payment_friction_score,friction_score,early_warning_flag
0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0,2.863157894736842,0,0,1,0,1,mid,50.373684210526314,1.0589078987808627,0,0,1,1,0,1,0,0,0
5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,9.440000000000001,0,1,3,0,0,mid,85.725,1.0884981262611706,1,1,0,2,1,0,1,3,1
5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,1,18.825,1,0,3,1,0,new,61.025,1.2140266021765418,0,0,1,3,1,0,1,3,1
8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0,1.64375,0,1,2,0,1,long,76.04895833333333,1.0240242270201578,1,1,0,1,1,0,0,3,1
3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0,2.475,0,0,4,0,2,long,78.0375,1.0020559860825557,0,0,1,4,1,0,0,1,0
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,0.39509803921568626,0,0,0,0,2,long,18.25294117647059,1.046593339443935,0,0,0,0,0,1,0,0,0
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,1,7.259090909090909,0,1,2,0,0,mid,80.66818181818182,0.9777369622084933,1,1,0,2,1,0,1,3,1
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,1,24.525,0,0,0,1,0,new,24.525,1.921645445641528,0,0,1,0,1,0,1,2,0
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,0,0.38490566037735846,0,0,0,0,1,long,20.578301886792456,0.9453941328203557,0,0,0,0,1,0,0,1,0
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,0,1.7169230769230768,0,0,5,0,2,long,109.21538461538462,1.0125628140703518,0,1,0,4,0,1,0,1,0
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,0,0.38492063492063494,0,0,1,0,2,long,22.61269841269841,1.0269897821995162,0,0,0,0,0,1,0,0,0
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,1,16.125,0,0,2,1,0,new,44.35,1.4222712238147739,0,0,1,2,0,1,0,1,0
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0,1.9385964912280702,0,1,6,0,1,long,107.71052631578948,1.0164609053497942,1,1,0,5,1,0,0,3,1
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,0,1.1840425531914893,0,1,1,0,1,long,57.2095744680851,0.9560282910247273,0,0,1,1,0,1,0,1,0
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,1,6.072222222222222,0,1,2,0,0,mid,53.583333333333336,1.0012213740458014,0,0,1,2,1,0,1,2,0
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,1,2.411290322580645,0,1,4,0,0,long,68.10645161290323,1.0816645661205246,1,0,1,4,1,0,1,2,0
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,0,0.5630434782608695,0,0,1,0,1,long,26.44782608695652,0.9436084270552827,0,0,0,0,0,1,0,0,0
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,39.675,1,1,1,1,0,new,39.675,1.9508297480024586,1,1,0,1,1,0,1,5,1
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,1,4.2124999999999995,0,1,3,0,0,mid,47.112500000000004,1.0506625097427902,0,0,1,3,1,0,1,2,0
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,9.39375,0,1,1,0,0,mid,62.1125,1.1907308377896615,1,1,0,1,0,1,0,2,0
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,1,2.413953488372093,0,0,4,0,0,long,100.63953488372093,1.0212561491820158,0,1,0,4,0,1,0,1,0
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,0,0.40299999999999997,0,0,0,0,2,long,19.467,0.9845116529046758,0,0,0,0,0,1,0,0,0
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,1,9.93,0,1,4,0,0,mid,91.875,1.069179004037685,1,1,0,3,0,1,0,2,0
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,0,1.7263888888888888,0,1,2,0,1,long,61.540277777777774,0.993759577161385,0,0,1,2,0,1,0,1,0
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,0,0.4214285714285714,0,0,0,0,2,long,21.571428571428573,0.9148734177215189,0,0,0,0,0,1,0,0,0
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,0,0.42446808510638295,0,0,0,0,2,long,19.72553191489362,0.9625808438558668,0,0,0,0,1,0,0,1,0
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,1,1.125,0,1,1,0,0,long,33.641666666666666,0.9742602838585519,0,0,1,1,1,0,1,2,0
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,1,2.646774193548387,0,1,2,0,0,long,82.90967741935484,0.9778371520836537,1,1,0,2,0,1,0,2,0
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,1,37.35,1,0,0,1,0,new,37.35,1.9478487614080835,0,1,0,0,1,0,1,4,1
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,0,1.2537313432835822,0,0,5,0,2,long,85.28731343283582,0.9734918918918919,0,0,1,4,1,0,0,1,0
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,1,1.6825757575757576,0,1,6,0,0,long,107.68181818181819,1.0217900460058553,1,1,0,5,0,1,0,2,0
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,0,1.382191780821918,0,1,5,0,2,long,102.17876712328767,0.9779143792194689,1,1,0,4,0,1,0,2,0
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,6.073076923076924,0,1,2,0,0,mid,71.33461538461539,1.0914553091933854,1,1,0,1,1,0,1,3,1
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,0,0.9284722222222221,0,0,3,0,1,long,65.95416666666667,0.9984442093471901,0,0,1,2,0,1,0,0,0
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,1,3.5083333333333333,0,0,0,1,0,new,18.974999999999998,1.053817271589487,0,0,0,0,1,0,1,2,0
